xla00071_Fatty_acid_degradation;acsl4
xla00071_Fatty_acid_degradation;acsbg2
xla00071_Fatty_acid_degradation;aldh9a1
xla00071_Fatty_acid_degradation;MGC53832
xla00071_Fatty_acid_degradation;cpt1a
xla00071_Fatty_acid_degradation;MGC69098
xla00071_Fatty_acid_degradation;hadhb
xla00071_Fatty_acid_degradation;cpt2
xla00071_Fatty_acid_degradation;acsl1
xla00071_Fatty_acid_degradation;acaa1
xla00071_Fatty_acid_degradation;acaa2
xla00071_Fatty_acid_degradation;acads
xla00071_Fatty_acid_degradation;hadh
xla00071_Fatty_acid_degradation;acat2
xla00071_Fatty_acid_degradation;adh1c
xla00071_Fatty_acid_degradation;MGC68531
xla00071_Fatty_acid_degradation;MGC81403
xla00071_Fatty_acid_degradation;acat1
xla00071_Fatty_acid_degradation;MGC82221
xla00071_Fatty_acid_degradation;eci1
xla00071_Fatty_acid_degradation;aldh3a2
xla00071_Fatty_acid_degradation;hadha
xla00071_Fatty_acid_degradation;MGC83664
xla00071_Fatty_acid_degradation;MGC83376
xla00071_Fatty_acid_degradation;adh5
xla00071_Fatty_acid_degradation;gcdh
xla00071_Fatty_acid_degradation;acadm
xla00071_Fatty_acid_degradation;acadl
xla00071_Fatty_acid_degradation;adh7
xla00071_Fatty_acid_degradation;aldh2
xla00071_Fatty_acid_degradation;MGC81873
xla00071_Fatty_acid_degradation;aldh7a1
xla00071_Fatty_acid_degradation;cpt1b
xla00071_Fatty_acid_degradation;LOC496316
xla00071_Fatty_acid_degradation;echs1
xla00071_Fatty_acid_degradation;aldh16a1
xla00071_Fatty_acid_degradation;eci2
xla00071_Fatty_acid_degradation;acox1
xla00120_Primary_bile_acid_biosynthesis;LOC100126648
xla00120_Primary_bile_acid_biosynthesis;LOC100137716
xla00120_Primary_bile_acid_biosynthesis;amacr
xla00120_Primary_bile_acid_biosynthesis;cyp46a1
xla00120_Primary_bile_acid_biosynthesis;cyp8b1
xla00120_Primary_bile_acid_biosynthesis;MGC68452
xla00120_Primary_bile_acid_biosynthesis;acox2
xla00120_Primary_bile_acid_biosynthesis;MGC82269
xla00120_Primary_bile_acid_biosynthesis;hsd17b4
xla00120_Primary_bile_acid_biosynthesis;cyp27a1
xla00120_Primary_bile_acid_biosynthesis;scp2
xla00120_Primary_bile_acid_biosynthesis;cyp39a1
xla03015_mRNA_surveillance_pathway;ppp2r5a
xla03015_mRNA_surveillance_pathway;casc3
xla03015_mRNA_surveillance_pathway;cstf3b
xla03015_mRNA_surveillance_pathway;ncbp2
xla03015_mRNA_surveillance_pathway;ppp2r2d
xla03015_mRNA_surveillance_pathway;sympk
xla03015_mRNA_surveillance_pathway;magoh
xla03015_mRNA_surveillance_pathway;rbm8a-b
xla03015_mRNA_surveillance_pathway;nxt2
xla03015_mRNA_surveillance_pathway;ppp2r1a-a
xla03015_mRNA_surveillance_pathway;cstf2
xla03015_mRNA_surveillance_pathway;pabpc1-a
xla03015_mRNA_surveillance_pathway;ppp1ca
xla03015_mRNA_surveillance_pathway;ppp2ca
xla03015_mRNA_surveillance_pathway;ppp2r1b
xla03015_mRNA_surveillance_pathway;cstf1
xla03015_mRNA_surveillance_pathway;pabpn1-b
xla03015_mRNA_surveillance_pathway;ppp1cc
xla03015_mRNA_surveillance_pathway;sdk2-a
xla03015_mRNA_surveillance_pathway;ppp2r2b
xla03015_mRNA_surveillance_pathway;np-a
xla03015_mRNA_surveillance_pathway;ppp2r1a-b
xla03015_mRNA_surveillance_pathway;cpsf2
xla03015_mRNA_surveillance_pathway;LOC397764
xla03015_mRNA_surveillance_pathway;ppp1cc
xla03015_mRNA_surveillance_pathway;rnmt
xla03015_mRNA_surveillance_pathway;dazap1
xla03015_mRNA_surveillance_pathway;pabpc1l-a
xla03015_mRNA_surveillance_pathway;pabpn1l-a
xla03015_mRNA_surveillance_pathway;LOC398563
xla03015_mRNA_surveillance_pathway;casc3
xla03015_mRNA_surveillance_pathway;LOC398609
xla03015_mRNA_surveillance_pathway;ppp2r3b
xla03015_mRNA_surveillance_pathway;ppp2r3a
xla03015_mRNA_surveillance_pathway;ppp2r3c
xla03015_mRNA_surveillance_pathway;papola
xla03015_mRNA_surveillance_pathway;ppp2r5e1
xla03015_mRNA_surveillance_pathway;rbm8
xla03015_mRNA_surveillance_pathway;msi2
xla03015_mRNA_surveillance_pathway;msi1
xla03015_mRNA_surveillance_pathway;ppp2r2a
xla03015_mRNA_surveillance_pathway;ppp2cb
