KEGG Gene ID	Gene Symbol
mcc:697493	DCLRE1C
mcc:100498659	ALG11
mcc:715716	LOC715716
mcc:700032	LOC700032
mcc:719956	UBE3C
mcc:720056	ATF6
mcc:705843	LOC705843
mcc:696298	TLN1
mcc:698299	CKB
mcc:706924	AANAT
mcc:702293	HSP90AB1
mcc:698831	MRPL16
mcc:714381	DVL2
mcc:696071	ACVR2B
mcc:693509	PFKFB2
mcc:710734	PSMB4
mcc:702429	CACNA2D2
mcc:574369	MCHR2
mcc:714302	CUL4A
mcc:696628	GPR37
mcc:718668	ARPC1B
mcc:709500	NKD2
mcc:706217	PAK3
mcc:710381	EEA1
mcc:716564	FAAP24
mcc:704730	CDC7
mcc:714396	ASIC3
mcc:722434	UBE2I
mcc:708089	DCP1B
mcc:100424151	F8
mcc:718046	TAS2R13
mcc:697230	ADCY1
mcc:696726	APOC3
mcc:697051	AMDHD2
mcc:100428686	-
mcc:106996222	-
mcc:704901	CSGALNACT1
mcc:703191	CHMP5
mcc:100428034	-
mcc:716839	PAX5
mcc:707586	TRPC3
mcc:701348	CLDN22
mcc:694931	IL10
mcc:713336	MFSD8
mcc:707010	ERC1
mcc:700494	DLD
mcc:706150	EDEM2
mcc:705914	HCRTR1
mcc:698954	PDE3B
mcc:712485	CARNS1
mcc:695540	DECR2
mcc:717769	RHOQ
mcc:713204	GPAT3
mcc:654491	DPP4
mcc:574112	CTSK
mcc:698636	CREM
mcc:713038	LTA4H
mcc:710368	ATP1A1
mcc:711440	LOC711440
mcc:721450	TRPV3
mcc:716935	GCDH
mcc:574314	RPL13A
mcc:697619	UNC5D
mcc:721291	SMG6
mcc:706035	VPS45
mcc:707583	HPSE
mcc:707177	ETNK1
mcc:100315501	MIRLET7A-1
mcc:715842	SLC16A3
mcc:706378	NLRC4
mcc:694580	TGIF1
mcc:710998	A4GALT
mcc:100315443	MIRLET7I
mcc:107000885	-
mcc:574205	STX1A
mcc:710845	NDUFS8
mcc:696604	TPM2
mcc:697604	DCHS2
mcc:717494	LOC717494
mcc:695627	LOC695627
mcc:699722	HS3ST2
mcc:703928	SERPING1
mcc:715288	PSME2
mcc:719686	MAN1C1
mcc:697368	UNC13C
mcc:704520	PLA2G2A
mcc:693731	LDHC
mcc:711005	SP100
mcc:707790	LOC707790
mcc:710314	PAK2
mcc:702986	RPL10L
mcc:694692	UCKL1
mcc:722348	FEN1
mcc:719024	SRPRB
mcc:574163	GNRHR2
mcc:714576	LOC714576
mcc:100429280	COX7C
mcc:697984	GLRA3
mcc:574108	SFTPA1
mcc:701134	FGD1
mcc:697324	CKS2
mcc:713190	AGMAT
mcc:712450	DGKE
mcc:574117	ABCB10
mcc:716452	JUN
mcc:707479	F2RL1
mcc:717068	OXT
mcc:711960	WDR3
mcc:707227	LOC707227
mcc:100423708	-
mcc:697615	NTRK3
mcc:694869	DKK2
mcc:709391	TPCN2
mcc:712206	UBE2M
mcc:711979	RPS6KB1
mcc:702721	AQP3
mcc:706964	VDR
mcc:712274	LOC712274
mcc:705222	MTHFD1L
mcc:696622	ACSM3
mcc:711119	ATXN3L
mcc:695725	UCK2
mcc:713370	ACHE
mcc:100425382	COX6B2
mcc:715484	GRK1
mcc:720531	AP1M2
mcc:707776	GP5
mcc:716340	PPIE
mcc:703873	GALK1
mcc:100425952	LOC100425952
mcc:100426386	-
mcc:709578	DGKI
mcc:711318	LOC711318
mcc:708651	SEL1L
mcc:695292	REXO2
mcc:708901	CHRM3
mcc:100425860	-
mcc:719002	LOC719002
mcc:717977	SGSH
mcc:709676	ACSBG1
mcc:100428490	DDO
mcc:705639	SYNJ2
mcc:697465	GRM8
mcc:717432	LOC717432
mcc:712585	APBB1
mcc:706170	ASPA
mcc:712787	PTK2B
mcc:711484	ERP29
mcc:706211	PGAM1
mcc:715023	-
mcc:2846631	ND5
mcc:100430530	LOC100430530
mcc:701691	LOC701691
mcc:717596	OLR1
mcc:719004	MRPL34
mcc:698310	SORT1
mcc:711678	PQBP1
mcc:706439	LOC706439
mcc:701613	AOX2
mcc:694566	VPS26B
mcc:700254	WHSC1L1
mcc:719811	SLC25A6
mcc:701365	FABP4
mcc:721178	POLR2E
mcc:710470	PEX26
mcc:574207	TYROBP
mcc:106992265	-
mcc:714605	MLYCD
mcc:695065	CRB2
mcc:716761	FAU
mcc:714153	EXOSC10
mcc:100315478	MIR107
mcc:716666	NDUFA13
mcc:694761	SMNDC1
mcc:701826	LOC701826
mcc:106995331	-
mcc:707725	PDGFA
mcc:574363	RPLP0
mcc:708592	CTSA
mcc:711340	SLC51A
mcc:721802	CCS
mcc:703272	LOC703272
mcc:705480	MAN2A1
mcc:705512	SUMO2
mcc:704923	LOC704923
mcc:714621	MTMR4
mcc:695475	LIG4
mcc:705452	DSG1
mcc:718050	COL11A2
mcc:698352	PRSS2
mcc:694036	CPSF3
mcc:713580	ADSS
mcc:710306	RPL21
mcc:715583	LOC715583
mcc:697439	GPR83
mcc:704789	NR3C2
mcc:698707	VCP
mcc:706980	CAV2
mcc:713057	GPX3
mcc:697252	ATG14
mcc:709416	OR2A1
mcc:707984	MOB1A
mcc:100315598	MIR205
mcc:574352	PRKCI
mcc:708091	CACNB3
mcc:709770	CYP3A43
mcc:106995615	-
mcc:705341	TRIM71
mcc:701702	CSNK1G3
mcc:714335	MPHOSPH6
mcc:702281	CHRD
mcc:701978	RQCD1
mcc:708812	LIPT1
mcc:704826	DLG2
mcc:699089	CDC16
mcc:695374	KCNN2
mcc:709326	H2AFZ
mcc:714203	AGT
mcc:695126	DGKK
mcc:707673	SEMA3E
mcc:718291	CACNA1A
mcc:700627	LOC700627
mcc:707352	NAGPA
mcc:706152	GYS2
mcc:710297	SEMA4F
mcc:717554	RGL1
mcc:694091	AP3B2
mcc:707234	IFNK
mcc:698964	RASA3
mcc:704109	XAB2
mcc:706808	LOC706808
mcc:712564	CPA3
mcc:700310	CTNNBL1
mcc:694625	FZD6
mcc:694807	RXRG
mcc:700407	CXCR2
mcc:694053	RPS9
mcc:709188	ABCD3
mcc:721865	POLR2A
mcc:705609	FRAT1
mcc:718252	FUT1
mcc:704678	HIF1A
mcc:107000336	-
mcc:703087	ALG3
mcc:711577	GNRHR
mcc:100315491	MIR199A-1
mcc:707614	VPS4B
mcc:716826	TNFRSF10A
mcc:695652	CYLD
mcc:716650	TNFRSF10B
mcc:697894	CHMP3
mcc:712036	VCAM1
mcc:718007	COX8A
mcc:698435	PSMA5
mcc:708930	GALNT1
mcc:700737	GTF2H2
mcc:707814	LOC707814
mcc:701113	GABRP
mcc:696992	RBL2
mcc:699972	AMFR
mcc:106995742	-
mcc:722771	MSX1
mcc:711867	FAT4
mcc:697426	MYF5
mcc:699740	AGA
mcc:100428159	PPP4R3A
mcc:693513	LOC693513
mcc:613025	ESR1
mcc:721220	CDKN1C
mcc:704442	CLDN16
mcc:716917	SNRPF
mcc:716134	HTR5A
mcc:708830	VNN1
mcc:720987	TAS1R1
mcc:707441	ACO2
mcc:100427144	-
mcc:716786	EGR1
mcc:717648	NMNAT2
mcc:716753	KMT2C
mcc:701006	DLST
mcc:696765	-
mcc:696485	LOC696485
mcc:100315442	MIRLET7A-3
mcc:706823	APLNR
mcc:700556	LOC700556
mcc:715647	RNASEL
mcc:574322	HSD11B1
mcc:695545	SBDS
mcc:709854	PFKFB4
mcc:713353	PTGES3
mcc:722634	ACOX3
mcc:705270	CD3G
mcc:705826	LOC705826
mcc:713883	SERPINE1
mcc:100425753	-
mcc:705686	STK11
mcc:705345	CLDN8
mcc:100426986	-
mcc:709477	-
mcc:100315395	MIR137
mcc:574186	CMAH
mcc:722353	POLN
mcc:712862	DRD5
mcc:700677	IL12RB2
mcc:697235	HIST1H2AD
mcc:717427	TBK1
mcc:701533	MRPL20
mcc:714562	STAMBP
mcc:100424418	LOC100424418
mcc:709866	ELOVL7
mcc:715190	SGCD
mcc:695101	FBXW7
mcc:698384	CUL2
mcc:715417	UCK1
mcc:696123	PIGQ
mcc:716482	LOC716482
mcc:705655	SF3B4
mcc:107001036	-
mcc:705934	PRPF4
mcc:100428736	LFNG
mcc:719149	PGLS
mcc:574175	NRXN2
mcc:708391	TRAF2
mcc:697020	PCGF5
mcc:699655	LOC699655
mcc:709204	LOC709204
mcc:716841	GOSR2
mcc:709604	CS
mcc:705133	LOC705133
mcc:699676	LOC699676
mcc:706346	MXD3
mcc:706067	NDUFV2
mcc:100426107	PIGY
mcc:705168	ACADM
mcc:713541	HMGCS2
mcc:718759	ADAR
mcc:106992264	MRPL24
mcc:703044	H2AFB3
mcc:100315484	MIR200C
mcc:698696	PAH
mcc:696408	SNX12
mcc:706707	ST8SIA1
mcc:716078	GSTO1
mcc:693795	ABCA5
mcc:708835	PLK2
mcc:711335	GNG7
mcc:699486	LOC699486
mcc:694830	HTR3B
mcc:702979	UGT8
mcc:100429647	-
mcc:718331	CPSF6
mcc:696775	GATA4
mcc:698047	COQ6
mcc:712644	ATP6V0E2
mcc:703988	CRYL1
mcc:716286	CNOT6
mcc:701872	LCAT
mcc:106992356	LOC106992356
mcc:698586	TMPRSS13
mcc:722115	VEGFB
mcc:697532	CLOCK
mcc:100428309	EIF2AK4
mcc:696170	PRPF19
mcc:574124	UCP1
mcc:720960	DUSP8
mcc:702381	RPL24
mcc:708606	FADD
mcc:708854	SERPINC1
mcc:694702	YWHAQ
mcc:697810	SARS
mcc:706072	NUDT16L1
mcc:703841	SDC2
mcc:696540	MBTPS2
mcc:100427030	-
mcc:706058	SLC31A1
mcc:704285	NADK2
mcc:100430932	LOC100430932
mcc:696950	SERPIND1
mcc:100532740	EIF4EBP3
mcc:722135	HNRNPUL1
mcc:718136	RPL18
mcc:714898	PIGV
mcc:720906	RAB9A
mcc:704074	FMO4
mcc:715057	SLC52A3
mcc:106997720	-
mcc:100429390	-
mcc:714140	AGAP3
mcc:716349	TAF15
mcc:717955	BBC3
mcc:100427773	SRSF10
mcc:708431	HSP90AA1
mcc:719855	CD33
mcc:719052	PDE6G
mcc:704041	LAPTM5
mcc:714135	LOC714135
mcc:714102	NAGS
mcc:704662	CAPZA2
mcc:711416	TAOK1
mcc:715471	ITK
mcc:717394	VPS35
mcc:715469	RFX6
mcc:710832	ATF3
mcc:709022	FBP1
mcc:694562	PGA4
mcc:708943	OR2J3
mcc:713262	TBPL1
mcc:100429721	SPCS3
mcc:719843	PVRL4
mcc:696264	TAS2R1
mcc:703407	PTGIS
mcc:694743	-
mcc:712887	LPL
mcc:696146	SOCS4
mcc:697935	ACVR1
mcc:715592	LSM2
mcc:715737	LOC715737
mcc:706424	SAV1
mcc:718388	FOLR1
mcc:693991	SUCLG1
mcc:714417	RUFY1
mcc:695675	GCH1
mcc:708314	LOC708314
mcc:707428	CASK
mcc:716769	IL20RB
mcc:107000109	-
mcc:706140	LOC706140
mcc:702893	ATP5G3
mcc:697064	PPCS
mcc:100429021	LOC100429021
mcc:708839	FUT8
mcc:695591	PGP
mcc:710491	COASY
mcc:695064	ZBTB16
mcc:703129	GLA
mcc:714702	P4HB
mcc:708415	LOC708415
mcc:698440	SEC23B
mcc:100430225	RRAGA
mcc:695498	CTPS1
mcc:714308	BHMT2
mcc:707828	NUDT21
mcc:706912	NDUFS1
mcc:708535	RPL8
mcc:721685	WNT5B
mcc:721948	PER1
mcc:716980	PSMB9
mcc:703455	LOC703455
mcc:574269	GTF2I
mcc:713744	ACP2
mcc:695650	MLST8
mcc:705879	ST6GALNAC4
mcc:711494	PAN3
mcc:707559	CUL5
mcc:714520	CTGF
mcc:718144	GNA13
mcc:100430845	LOC100430845
mcc:701896	DIABLO
mcc:700306	HTT
mcc:723813	MPL
mcc:713943	IL25
mcc:712868	CHRNA2
mcc:710417	PSMA4
mcc:709863	AKR1D1
mcc:706109	LBP
mcc:701305	PRCP
mcc:711719	AQP2
mcc:709489	GNB4
mcc:696244	LOC696244
mcc:574368	NLGN2
mcc:707367	ADH4
mcc:716682	ATP1B3
mcc:696974	-
mcc:106997584	-
mcc:714000	CDC23
mcc:704250	AK7
mcc:696703	LOC696703
mcc:100431039	HSPB2
mcc:714042	KL
mcc:717014	PMVK
mcc:703814	COL4A5
mcc:708917	ACMSD
mcc:697470	PTCRA
mcc:721772	TEAD4
mcc:696848	ADORA2B
mcc:574278	TWIST1
mcc:704695	F5
mcc:106999884	-
mcc:702192	CNOT7
mcc:699703	MTMR2
mcc:719367	PIK3R2
mcc:694848	NTHL1
mcc:696970	OR52N4
mcc:706842	TAS2R41
mcc:719782	FPR1
mcc:720582	MAMU-DQA1
mcc:709735	NR5A2
mcc:700717	SENP2
mcc:716341	PDYN
mcc:694367	ADGRB1
mcc:574280	GHRL
mcc:714292	NT5C2
mcc:704485	GUCY2F
mcc:717826	TRIM21
mcc:716788	PTAFR
mcc:100315493	MIR181A-1
mcc:701652	MGST1
mcc:106993234	-
mcc:710287	LOC710287
mcc:678689	CYP2A24
mcc:714767	EPS15
mcc:716546	PTGIR
mcc:714917	ORAI2
mcc:697852	KCNE2
mcc:704803	FBXO43
mcc:704416	PFN4
mcc:693811	COX4I1
mcc:703434	STT3B
mcc:699291	LOC699291
mcc:694288	RAB4A
mcc:100424410	POLR3A
mcc:708579	RAD51
mcc:712681	FNTA
mcc:100425366	LOC100425366
mcc:703868	NMRK1
mcc:710426	PORCN
mcc:695339	TGS1
mcc:699050	LOC699050
mcc:713185	PSMB11
mcc:714013	RMI1
mcc:693770	TAF5L
mcc:718955	CD1B
mcc:702516	DICER1
mcc:100424989	-
mcc:700698	RPLP2
mcc:698764	LOC698764
mcc:697250	GJD2
mcc:100315404	MIR345
mcc:697843	NDUFA11
mcc:100427279	STEAP3
mcc:711938	DCHS1
mcc:710110	LOC710110
mcc:677722	BTD
mcc:697322	RAG1
mcc:714858	RPL35A
mcc:708150	LOC708150
mcc:717446	DPM3
mcc:702711	POLR3B
mcc:703081	SLC7A9
mcc:699990	SCARB2
mcc:695351	NXF3
mcc:699806	PRKAB2
mcc:716671	PTGS2
mcc:705555	PDE1A
mcc:710678	UBE2B
mcc:710344	SSB
mcc:695157	USP1
mcc:714218	ACACA
mcc:712829	FGFR3
mcc:704212	CTNND1
mcc:715036	SPIRE2
mcc:713271	ORC1
mcc:100270695	EIF1AY
mcc:722738	FBXO2
mcc:705944	ATP5D
mcc:106997467	AQP1
mcc:696990	NTN3
mcc:713209	-
mcc:694750	PDE8A
mcc:699455	P2RX7
mcc:696336	LOC696336
mcc:712783	DCTN4
mcc:574229	CNTNAP1
mcc:694873	PSD2
mcc:711712	MSN
mcc:707408	MYH15
mcc:100428848	LOC100428848
mcc:707740	RAD54L
mcc:703534	CTSD
mcc:716728	ACYP2
mcc:708913	MOGS
mcc:719179	LOC719179
mcc:709272	-
mcc:678699	NRXN3
mcc:694066	PPP1R17
mcc:698811	GCAT
mcc:710153	ERCC6
mcc:709944	ILK
mcc:574136	FGF2
mcc:716100	SLC17A5
mcc:708148	PYM1
mcc:721712	FLT3
mcc:713672	RDH16
mcc:718902	KCNE3
mcc:696043	UROS
mcc:721277	BPNT1
mcc:715749	-
mcc:712713	RBM22
mcc:719338	LRRC4B
mcc:697967	UQCRC2
mcc:719980	LOC719980
mcc:106994970	RPS15A
mcc:703934	TRIP10
mcc:717378	RPL26
mcc:714747	LOC714747
mcc:696683	ORC5
mcc:574181	CCL18
mcc:698728	LEP
mcc:711414	IFNB1
mcc:717342	EGLN3
mcc:712316	LOC712316
mcc:693842	UPF2
mcc:712917	COX17
mcc:714639	LPCAT3
mcc:712509	ADRA1A
mcc:705195	MAP2K3
mcc:698940	GXYLT1
mcc:699631	LOC699631
mcc:699694	RPIA
mcc:712790	ACE2
mcc:716401	OR13C8
mcc:721988	NTF3
mcc:697287	LOC697287
mcc:703357	ALDH18A1
mcc:714920	MRPL22
mcc:715912	LOC715912
mcc:722506	TUBAL3
mcc:717865	LOC717865
mcc:723543	LOC723543
mcc:703288	ACOT7
mcc:710290	ID3
mcc:715028	LOC715028
mcc:700201	IL11RA
mcc:708126	GANC
mcc:714574	GALNT16
mcc:712046	IL18RAP
mcc:695759	FECH
mcc:719647	HOMER3
mcc:711026	DDX46
mcc:716092	ALDH1B1
mcc:700440	IL23R
mcc:715719	GMPR2
mcc:714601	SIPA1L3
mcc:702876	SFRP1
mcc:707361	MYLK4
mcc:709399	ARRB2
mcc:721452	CACNA1B
mcc:699479	PARD6G
mcc:707803	-
mcc:722059	PER3
mcc:715394	LAMA2
mcc:713558	DNM2
mcc:722215	RPL7A
mcc:697227	DNAH3
mcc:715074	RASA2
mcc:715015	NUS1
mcc:711936	KIF5A
mcc:710919	MCRS1
mcc:701706	DAAM1
mcc:716731	LOC716731
mcc:709457	LMAN1L
mcc:712540	HS2ST1
mcc:706703	ACSS2
mcc:699940	STK36
mcc:713433	FUS
mcc:706918	MAN1B1
mcc:702037	LOC702037
mcc:711698	RAPGEF5
mcc:706449	TREH
mcc:694819	ATIC
mcc:713544	DFFA
mcc:710521	NDUFB8
mcc:711751	UBA6
mcc:696388	LPCAT4
mcc:707858	GOLPH3L
mcc:719262	LOC719262
mcc:703105	LOC703105
mcc:694509	-
mcc:100424944	GUCY1B3
mcc:711691	PBX3
mcc:714948	DCTN2
mcc:702100	OR10Q1
mcc:717135	TAF12
mcc:707585	ADH6
mcc:714115	CDC25C
mcc:697450	GALR1
mcc:709319	ST3GAL2
mcc:720945	LAMB3
mcc:708012	-
mcc:696642	OXCT1
mcc:700962	ITGA3
mcc:710941	-
mcc:721746	LOC721746
mcc:714689	NFKB2
mcc:698357	PDSS2
mcc:693356	CACNA2D3
mcc:100426591	-
mcc:697469	LOC697469
mcc:tRNA-Ile	-
mcc:697981	CNOT6L
mcc:694364	EYA1
mcc:711230	GABRA3
mcc:709666	GSTA4
mcc:100430157	ARHGAP5
mcc:711196	NEFM
mcc:709739	ATP6V1E1
mcc:100428383	RFK
mcc:106993736	-
mcc:678683	CYP2C8
mcc:574344	GRIA2
mcc:574227	PDHB
mcc:716139	FBXO25
mcc:696401	PRPF18
mcc:696611	ST8SIA5
mcc:693424	RPL3L
mcc:708908	PIWIL1
mcc:699644	ESX1
mcc:717406	CAT
mcc:708427	SLC51B
mcc:574397	KCNN3
mcc:703222	LOC703222
mcc:707109	LOC707109
mcc:698767	LOC698767
mcc:704859	LCLAT1
mcc:708112	DHX36
mcc:704311	CBL
mcc:106992282	RPS27A
mcc:697241	SEC24B
mcc:702105	MLLT1
mcc:706339	ABCC3
mcc:720514	KEAP1
mcc:106995465	-
mcc:708140	LOC708140
mcc:693926	CX3CR1
mcc:700367	GAB1
mcc:703365	LOC703365
mcc:702019	DNAL4
mcc:710112	BTG1
mcc:716964	PCCB
mcc:709374	TSHB
mcc:714035	SLC3A1
mcc:697449	LMAN1
mcc:698782	MLH1
mcc:697115	LOC697115
mcc:699917	LOC699917
mcc:706518	SSR3
mcc:698829	ERCC3
mcc:709037	GSTA2
mcc:715335	IRF9
mcc:709823	AZIN2
mcc:694085	RASA1
mcc:711255	CCR10
mcc:698036	NKD1
mcc:694181	DRD2
mcc:705591	UNC5C
mcc:706728	CERS4
mcc:574199	IL12RB1
mcc:701324	CACNG3
mcc:712538	PRLHR
mcc:715091	EML4
mcc:719528	DNAH8
mcc:711328	RAD23B
mcc:708907	DUSP6
mcc:713958	SRSF1
mcc:574178	CCL5
mcc:715720	-
mcc:715499	PARS2
mcc:695503	BCAS2
mcc:715456	LIF
mcc:715923	CD68
mcc:713396	-
mcc:694441	RFXAP
mcc:697591	VKORC1L1
mcc:718119	HSD17B8
mcc:694046	SUGT1
mcc:694747	IL12B
mcc:698897	SNX5
mcc:708716	ARF3
mcc:695851	VAMP8
mcc:717022	DHCR24
mcc:722009	LOC722009
mcc:100430996	ADRA1D
mcc:698396	GRIA3
mcc:696350	CREB3
mcc:713617	SOST
mcc:106997573	-
mcc:697075	SYCP3
mcc:694844	NFKBIB
mcc:713934	CCR9
mcc:708113	ST6GAL1
mcc:721913	LOC721913
mcc:698438	CD1A
mcc:712629	PDE6D
mcc:707225	RASGRP3
mcc:705924	MOGAT1
mcc:698480	ATP5O
mcc:100426588	IL18R1
mcc:704857	EPHA4
mcc:696748	LOC696748
mcc:695433	-
mcc:695124	CTBP2
mcc:701418	SNRPE
mcc:100315392	MIR29B-2
mcc:705696	LOC705696
mcc:721325	-
mcc:704786	AFP
mcc:694541	-
mcc:704047	WDR43
mcc:698830	HRAS
mcc:721262	SERPINF1
mcc:703514	CALML6
mcc:710481	KMT5B
mcc:716851	INPP5B
mcc:574114	NPY
mcc:704133	CXCL6
mcc:700314	LOC700314
mcc:697857	LOC697857
mcc:708881	CPE
mcc:698602	RPL29
mcc:707468	LOC707468
mcc:705819	IL6
mcc:703337	LOC703337
mcc:702712	-
mcc:710479	HK2
mcc:718209	IP6K3
mcc:718425	LIPT2
mcc:717315	EFNA4
mcc:700429	ERBB2IP
mcc:701149	ATP2B2
mcc:700844	MT1L
mcc:710959	TMSB4X
mcc:712830	MYLK2
mcc:701718	LOC701718
mcc:574348	TIMP1
mcc:100315408	MIR449A
mcc:708918	FGF3
mcc:716175	ORC6
mcc:714331	KLC3
mcc:718976	MAPK14
mcc:720903	MUC2
mcc:712843	LOC712843
mcc:704449	CAV1
mcc:705104	TXK
mcc:715866	SLC44A2
mcc:695915	PHYH
mcc:713449	CERS5
mcc:106994615	-
mcc:701827	MRPL14
mcc:696484	APOA5
mcc:708807	OR6C4
mcc:704701	IL1B
mcc:701779	TRAK2
mcc:697671	BIRC7
mcc:711309	LOC711309
mcc:700279	WIPF2
mcc:100315176	MIR9-1
mcc:705326	KCNJ12
mcc:712237	ZNF274
mcc:574149	NPY2R
mcc:709145	EGR3
mcc:695164	TP73
mcc:100270700	RPS4Y1
mcc:711547	DBT
mcc:696266	C6
mcc:724039	CASP12
mcc:696915	TBC1D4
mcc:710305	CYTH1
mcc:693362	ERCC8
mcc:714914	DTX3L
mcc:695790	RPS20
mcc:718924	RASSF2
mcc:701526	LOC701526
mcc:704160	VAMP7
mcc:708018	SDHA
mcc:710329	HYKK
mcc:693357	LOC693357
mcc:711846	NXT1
mcc:713853	PAPD7
mcc:574240	NKG2D
mcc:707201	PI4K2A
mcc:717778	ASH1L
mcc:703206	HAGH
mcc:713354	CHRND
mcc:713228	DHX8
mcc:716764	ALOX15B
mcc:713310	ACIN1
mcc:703554	AP2M1
mcc:707141	CDIPT
mcc:709892	OR10A6
mcc:709102	ATP2B1
mcc:735311	CCR5
mcc:100429931	LOC100429931
mcc:106992275	RPS17; RPS17L
mcc:705310	LOC705310
mcc:716553	SHH
mcc:100424331	-
mcc:695512	RAB10
mcc:696274	PSEN1
mcc:716860	GSPT1
mcc:716168	ASS1
mcc:693394	ID2
mcc:100430009	KPNA2
mcc:717301	IL33
mcc:717999	WTIP
mcc:700206	RARA
mcc:694525	LOC694525
mcc:708626	SST
mcc:711084	LOC711084
mcc:720006	FCGR3
mcc:694115	DNAH6
mcc:713229	PVRL2
mcc:701400	ARAP3
mcc:699281	ELK4
mcc:701193	EHHADH
mcc:700217	THOC6
mcc:705980	CAMK2G
mcc:718420	NXF1
mcc:699705	GSN
mcc:695439	FABP6
mcc:703649	OR9I1
mcc:696854	LOC696854
mcc:693684	HS3ST5
mcc:700773	ORC3
mcc:706891	DDX3X
mcc:100423096	PHKG2
mcc:713250	LOC713250
mcc:700086	CRB3
mcc:700296	PNN
mcc:696685	LAMA4
mcc:698837	FANCG
mcc:704019	LOC704019
mcc:574192	LOC574192
mcc:694601	RBPJ
mcc:711268	DHFR
mcc:704754	FZD4
mcc:709959	PIK3CA
mcc:704629	PLA2G5
mcc:100315525	MIR331
mcc:703342	ATP6V0E1
mcc:719077	LOC719077
mcc:694626	MYC
mcc:715852	DHX15
mcc:695026	WDR48
mcc:703653	MMP1
mcc:699536	MED24
mcc:697685	MEIS1
mcc:100315145	MIR15A
mcc:100426389	-
mcc:721649	GNA11
mcc:717582	MTR
mcc:702710	SP1
mcc:715548	DHRS3
mcc:698756	ITPK1
mcc:695080	CNDP2
mcc:721710	URAD
mcc:100430586	AP3M2
mcc:696414	DGKQ
mcc:702720	TNC
mcc:100428046	CCL22
mcc:701785	PSD4
mcc:709347	OR4A47
mcc:703351	MYBL1
mcc:717926	STIP1
mcc:719044	SEMA6B
mcc:708444	ROCK2
mcc:718682	CYTH2
mcc:714207	GTSE1
mcc:708263	SEMA3A
mcc:701679	TELO2
mcc:696727	OR51B5
mcc:700718	NDUFAB1
mcc:703355	BMS1
mcc:715505	CTSW
mcc:713888	GCLM
mcc:695123	SMC3
mcc:698479	AGRP
mcc:702586	SNRPG
mcc:100424131	MAP3K2
mcc:706541	RAPGEF6
mcc:694963	PLD1
mcc:704048	FANCF
mcc:705746	ISY1
mcc:722257	MPG
mcc:721901	DNAH2
mcc:701863	H2AFJ
mcc:694110	LOC694110
mcc:702914	LOC702914
mcc:574212	ADIPOQ
mcc:710575	SEPHS2
mcc:709403	TK1
mcc:693769	YOD1
mcc:719911	LOC719911
mcc:711776	SUCNR1
mcc:699923	GSTM4
mcc:721711	FZR1
mcc:704410	GRAP2
mcc:715176	CHST1
mcc:696462	LOC696462
mcc:696132	SLC16A10
mcc:705588	LOC705588
mcc:697686	PLK1
mcc:704562	MET
mcc:710588	PPIP5K1
mcc:699871	CDK7
mcc:613030	GAD1
mcc:718958	RASAL2
mcc:106993363	-
mcc:699550	NEDD4
mcc:714136	HSD3B7
mcc:106993582	-
mcc:704141	CPEB4
mcc:704501	LOC704501
mcc:718185	LYL1
mcc:704493	SGCA
mcc:710115	PIKFYVE
mcc:713829	CXCR6
mcc:710062	GABRD
mcc:717960	TAS2R10
mcc:701060	LSM3
mcc:719117	GPCPD1
mcc:717812	FZD10
mcc:706585	ADSSL1
mcc:704132	AGPAT4
mcc:699869	IL7R
mcc:693341	ERBB4
mcc:717330	LOC717330
mcc:698213	PTGS1
mcc:710156	SLC38A5
mcc:100424064	LOC100424064
mcc:715667	RBP1
mcc:699950	ATP5L
mcc:713460	PFN2
mcc:716255	LOC716255
mcc:707163	UBR5
mcc:703689	MOCS2
mcc:717845	IRAK3
mcc:707866	PMM1
mcc:716506	POLR1E
mcc:722582	LOC722582
mcc:712425	NDST1
mcc:693561	PI4K2B
mcc:705221	CD2AP
mcc:718756	PSMD12
mcc:696347	MOGAT2
mcc:706521	SEPT12
mcc:710385	CYP1B1
mcc:696946	EEF1A2
mcc:574354	SLCO1B3
mcc:707143	-
mcc:715175	DTX3
mcc:619185	NRXN1
mcc:714371	GALNT2
mcc:100192390	PSMD4
mcc:708228	MAX
mcc:718677	LOC718677
mcc:717639	PANK2
mcc:714901	DDIT3
mcc:711081	MRPL19
mcc:701116	LIPC
mcc:699293	LOC699293
mcc:574326	ABCC13
mcc:702236	LOC702236
mcc:712466	SLC7A7
mcc:704961	CD81
mcc:703440	RALA
mcc:710751	LOC710751
mcc:710007	PIP5K1A
mcc:698508	LOC698508
mcc:711169	KLF4
mcc:712159	CALML5
mcc:720828	TALDO1
mcc:713940	GLRA1
mcc:703352	E2F5
mcc:695211	TAS2R16
mcc:700443	ATP1B1
mcc:693482	NDUFB10
mcc:704599	ABCB6
mcc:100551507	TNFSF13
mcc:709787	SEC61A1
mcc:677694	DDX5
mcc:574131	COL3A1
mcc:694725	RAF1
mcc:698709	DPM2
mcc:693666	ACTN4
mcc:713323	LOC713323
mcc:710152	BAMBI
mcc:714173	PLCG2
mcc:696366	LOC696366
mcc:714445	CDK5
mcc:708944	TAAR1
mcc:698013	LOC698013
mcc:713687	ACTG1
mcc:696426	SPCS1
mcc:702529	PRPS1
mcc:704310	PDGFD
mcc:710713	ALG1
mcc:714638	AP1B1
mcc:714401	DUT
mcc:697047	TNNC1
mcc:723058	LOC723058
mcc:696354	MALT1
